t_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,H_mag_kgm2ps,E_rot_J
72.0480,-0.95339140,-0.07218174,-0.29201836,-0.02366231,10.47675,33.60056,6.01468,-0.37070,5.27084,1.39679,3.39024118e-02,1.61607309e-03
72.1281,-0.95230485,-0.07213174,-0.29545010,-0.02493429,10.57222,33.99496,6.23976,-0.37217,5.27052,1.39766,3.39024118e-02,1.61607309e-03
72.2081,-0.95120455,-0.07207989,-0.29887724,-0.02620678,10.66994,34.38902,6.46676,-0.37365,5.27020,1.39854,3.39024118e-02,1.61607309e-03
72.2882,-0.95009050,-0.07202619,-0.30229974,-0.02747977,10.76994,34.78271,6.69574,-0.37513,5.26988,1.39942,3.39024118e-02,1.61607309e-03
72.3682,-0.94896273,-0.07197066,-0.30571755,-0.02875323,10.87228,35.17603,6.92674,-0.37661,5.26955,1.40030,3.39024118e-02,1.61607309e-03
72.4483,-0.94782124,-0.07191329,-0.30913061,-0.03002715,10.97700,35.56896,7.15981,-0.37809,5.26923,1.40118,3.39024118e-02,1.61607309e-03
72.5284,-0.94666607,-0.07185409,-0.31253888,-0.03130153,11.08413,35.96151,7.39500,-0.37957,5.26890,1.40207,3.39024118e-02,1.61607309e-03
72.6084,-0.94549723,-0.07179307,-0.31594229,-0.03257635,11.19373,36.35365,7.63236,-0.38105,5.26857,1.40296,3.39024118e-02,1.61607309e-03
72.6885,-0.94431472,-0.07173022,-0.31934080,-0.03385159,11.30585,36.74539,7.87194,-0.38253,5.26824,1.40385,3.39024118e-02,1.61607309e-03
72.7685,-0.94311858,-0.07166556,-0.32273436,-0.03512725,11.42052,37.13670,8.11380,-0.38401,5.26791,1.40475,3.39024118e-02,1.61607309e-03
72.8486,-0.94190882,-0.07159909,-0.32612291,-0.03640330,11.53781,37.52758,8.35799,-0.38550,5.26758,1.40566,3.39024118e-02,1.61607309e-03
72.9286,-0.94068545,-0.07153081,-0.32950640,-0.03767974,11.65775,37.91801,8.60457,-0.38698,5.26724,1.40656,3.39024118e-02,1.61607309e-03
73.0087,-0.93944849,-0.07146073,-0.33288479,-0.03895655,11.78042,38.30799,8.85359,-0.38847,5.26690,1.40747,3.39024118e-02,1.61607309e-03
73.0887,-0.93819797,-0.07138886,-0.33625801,-0.04023372,11.90585,38.69751,9.10512,-0.38995,5.26657,1.40838,3.39024118e-02,1.61607309e-03
73.1688,-0.93693389,-0.07131519,-0.33962603,-0.04151123,12.03411,39.08654,9.35921,-0.39144,5.26623,1.40930,3.39024118e-02,1.61607309e-03
73.2488,-0.93565629,-0.07123974,-0.34298878,-0.04278908,12.16525,39.47509,9.61593,-0.39293,5.26589,1.41022,3.39024118e-02,1.61607309e-03
73.3289,-0.93436517,-0.07116250,-0.34634621,-0.04406724,12.29933,39.86313,9.87534,-0.39442,5.26554,1.41114,3.39024118e-02,1.61607309e-03
73.4089,-0.93306056,-0.07108349,-0.34969828,-0.04534571,12.43641,40.25065,10.13751,-0.39591,5.26520,1.41207,3.39024118e-02,1.61607309e-03
73.4890,-0.93174248,-0.07100271,-0.35304494,-0.04662447,12.57656,40.63765,10.40250,-0.39740,5.26485,1.41300,3.39024118e-02,1.61607309e-03
73.5690,-0.93041094,-0.07092017,-0.35638613,-0.04790350,12.71983,41.02410,10.67038,-0.39889,5.26451,1.41393,3.39024118e-02,1.61607309e-03
73.6491,-0.92906596,-0.07083586,-0.35972179,-0.04918280,12.86630,41.41000,10.94122,-0.40039,5.26416,1.41487,3.39024118e-02,1.61607309e-03
73.7292,-0.92770757,-0.07074981,-0.36305189,-0.05046235,13.01604,41.79532,11.21510,-0.40188,5.26381,1.41581,3.39024118e-02,1.61607309e-03
73.8092,-0.92633578,-0.07066200,-0.36637637,-0.05174214,13.16910,42.18006,11.49208,-0.40337,5.26346,1.41675,3.39024118e-02,1.61607309e-03
73.8893,-0.92495062,-0.07057245,-0.36969518,-0.05302214,13.32557,42.56419,11.77226,-0.40487,5.26310,1.41770,3.39024118e-02,1.61607309e-03
73.9693,-0.92355210,-0.07048116,-0.37300827,-0.05430236,13.48552,42.94771,12.05569,-0.40637,5.26275,1.41865,3.39024118e-02,1.61607309e-03
74.0494,-0.92214025,-0.07038814,-0.37631559,-0.05558278,13.64903,43.33059,12.34248,-0.40786,5.26239,1.41960,3.39024118e-02,1.61607309e-03
74.1294,-0.92071508,-0.07029340,-0.37961708,-0.05686337,13.81616,43.71282,12.63269,-0.40936,5.26203,1.42056,3.39024118e-02,1.61607309e-03
74.2095,-0.91927662,-0.07019694,-0.38291271,-0.05814413,13.98701,44.09438,12.92641,-0.41086,5.26167,1.42152,3.39024118e-02,1.61607309e-03
74.2895,-0.91782489,-0.07009876,-0.38620240,-0.05942505,14.16166,44.47525,13.22373,-0.41236,5.26131,1.42249,3.39024118e-02,1.61607309e-03
74.3696,-0.91635991,-0.06999887,-0.38948613,-0.06070611,14.34019,44.85542,13.52474,-0.41386,5.26095,1.42345,3.39024118e-02,1.61607309e-03
74.4496,-0.91488169,-0.06989728,-0.39276384,-0.06198729,14.52270,45.23487,13.82954,-0.41536,5.26058,1.42443,3.39024118e-02,1.61607309e-03
74.5297,-0.91339027,-0.06979399,-0.39603547,-0.06326859,14.70926,45.61357,14.13821,-0.41687,5.26022,1.42540,3.39024118e-02,1.61607309e-03
74.6097,-0.91188567,-0.06968902,-0.39930098,-0.06454999,14.89998,45.99151,14.45085,-0.41837,5.25985,1.42638,3.39024118e-02,1.61607309e-03
74.6898,-0.91036790,-0.06958236,-0.40256031,-0.06583147,15.09494,46.36866,14.76757,-0.41988,5.25948,1.42736,3.39024118e-02,1.61607309e-03
74.7698,-0.90883698,-0.06947402,-0.40581343,-0.06711302,15.29426,46.74501,15.08846,-0.42138,5.25911,1.42835,3.39024118e-02,1.61607309e-03
74.8499,-0.90729295,-0.06936401,-0.40906027,-0.06839463,15.49803,47.12053,15.41364,-0.42289,5.25874,1.42934,3.39024118e-02,1.61607309e-03
74.9300,-0.90573582,-0.06925233,-0.41230079,-0.06967629,15.70635,47.49520,15.74321,-0.42440,5.25836,1.43033,3.39024118e-02,1.61607309e-03
75.0100,-0.90416562,-0.06913899,-0.41553495,-0.07095797,15.91933,47.86899,16.07728,-0.42591,5.25799,1.43133,3.39024118e-02,1.61607309e-03
75.0901,-0.90258237,-0.06902400,-0.41876268,-0.07223967,16.13709,48.24189,16.41597,-0.42742,5.25761,1.43233,3.39024118e-02,1.61607309e-03
75.1701,-0.90098609,-0.06890737,-0.42198394,-0.07352138,16.35974,48.61386,16.75939,-0.42893,5.25723,1.43333,3.39024118e-02,1.61607309e-03
75.2502,-0.89937681,-0.06878909,-0.42519869,-0.07480307,16.58739,48.98488,17.10767,-0.43044,5.25685,1.43434,3.39024118e-02,1.61607309e-03
75.3302,-0.89775454,-0.06866919,-0.42840687,-0.07608473,16.82017,49.35492,17.46093,-0.43195,5.25647,1.43535,3.39024118e-02,1.61607309e-03
75.4103,-0.89611932,-0.06854765,-0.43160843,-0.07736636,17.05820,49.72396,17.81930,-0.43346,5.25609,1.43637,3.39024118e-02,1.61607309e-03
75.4903,-0.89447116,-0.06842449,-0.43480333,-0.07864793,17.30161,50.09196,18.18292,-0.43498,5.25570,1.43738,3.39024118e-02,1.61607309e-03
75.5704,-0.89281010,-0.06829972,-0.43799151,-0.07992943,17.55053,50.45891,18.55191,-0.43649,5.25531,1.43840,3.39024118e-02,1.61607309e-03
75.6504,-0.89113615,-0.06817335,-0.44117293,-0.08121085,17.80510,50.82475,18.92641,-0.43801,5.25492,1.43943,3.39024118e-02,1.61607309e-03
75.7305,-0.88944934,-0.06804537,-0.44434755,-0.08249218,18.06545,51.18947,19.30658,-0.43953,5.25453,1.44046,3.39024118e-02,1.61607309e-03
75.8105,-0.88774969,-0.06791580,-0.44751530,-0.08377339,18.33173,51.55304,19.69255,-0.44105,5.25414,1.44149,3.39024118e-02,1.61607309e-03
75.8906,-0.88603724,-0.06778465,-0.45067614,-0.08505448,18.60408,51.91541,20.08448,-0.44257,5.25375,1.44253,3.39024118e-02,1.61607309e-03
75.9706,-0.88431200,-0.06765191,-0.45383004,-0.08633544,18.88267,52.27655,20.48252,-0.44409,5.25335,1.44356,3.39024118e-02,1.61607309e-03
76.0507,-0.88257400,-0.06751761,-0.45697692,-0.08761624,19.16764,52.63643,20.88684,-0.44561,5.25296,1.44461,3.39024118e-02,1.61607309e-03
76.1308,-0.88082326,-0.06738174,-0.46011676,-0.08889687,19.45915,52.99500,21.29759,-0.44713,5.25256,1.44565,3.39024118e-02,1.61607309e-03
76.2108,-0.87905982,-0.06724431,-0.46324950,-0.09017732,19.75738,53.35224,21.71495,-0.44865,5.25216,1.44670,3.39024118e-02,1.61607309e-03
76.2909,-0.87728369,-0.06710532,-0.46637509,-0.09145758,20.06248,53.70810,22.13909,-0.45018,5.25176,1.44776,3.39024118e-02,1.61607309e-03
76.3709,-0.87549490,-0.06696480,-0.46949348,-0.09273763,20.37464,54.06253,22.57019,-0.45170,5.25135,1.44881,3.39024118e-02,1.61607309e-03
76.4510,-0.87369348,-0.06682274,-0.47260463,-0.09401746,20.69403,54.41550,23.00842,-0.45323,5.25095,1.44987,3.39024118e-02,1.61607309e-03
76.5310,-0.87187946,-0.06667915,-0.47570850,-0.09529704,21.02084,54.76695,23.45398,-0.45476,5.25054,1.45094,3.39024118e-02,1.61607309e-03
76.6111,-0.87005286,-0.06653404,-0.47880502,-0.09657638,21.35525,55.11685,23.90706,-0.45629,5.25013,1.45201,3.39024118e-02,1.61607309e-03
76.6911,-0.86821370,-0.06638741,-0.48189417,-0.09785545,21.69746,55.46515,24.36786,-0.45782,5.24972,1.45308,3.39024118e-02,1.61607309e-03
76.7712,-0.86636203,-0.06623928,-0.48497588,-0.09913424,22.04767,55.81179,24.83657,-0.45935,5.24931,1.45415,3.39024118e-02,1.61607309e-03
76.8512,-0.86449785,-0.06608965,-0.48805011,-0.10041274,22.40609,56.15672,25.31341,-0.46088,5.24889,1.45523,3.39024118e-02,1.61607309e-03
76.9313,-0.86262120,-0.06593852,-0.49111682,-0.10169092,22.77291,56.49990,25.79859,-0.46241,5.24848,1.45631,3.39024118e-02,1.61607309e-03
77.0113,-0.86073211,-0.06578591,-0.49417596,-0.10296879,23.14836,56.84126,26.29232,-0.46394,5.24806,1.45740,3.39024118e-02,1.61607309e-03
77.0914,-0.85883061,-0.06563183,-0.49722747,-0.10424631,23.53266,57.18075,26.79483,-0.46548,5.24764,1.45849,3.39024118e-02,1.61607309e-03
77.1714,-0.85691671,-0.06547627,-0.50027133,-0.10552349,23.92603,57.51831,27.30635,-0.46702,5.24722,1.45958,3.39024118e-02,1.61607309e-03
77.2515,-0.85499046,-0.06531926,-0.50330747,-0.10680030,24.32869,57.85388,27.82711,-0.46855,5.24680,1.46067,3.39024118e-02,1.61607309e-03
77.3316,-0.85305187,-0.06516079,-0.50633585,-0.10807673,24.74089,58.18740,28.35735,-0.47009,5.24638,1.46177,3.39024118e-02,1.61607309e-03
77.4116,-0.85110098,-0.06500088,-0.50935643,-0.10935276,25.16286,58.51879,28.89731,-0.47163,5.24595,1.46288,3.39024118e-02,1.61607309e-03
77.4917,-0.84913782,-0.06483952,-0.51236916,-0.11062838,25.59486,58.84799,29.44723,-0.47317,5.24552,1.46398,3.39024118e-02,1.61607309e-03
77.5717,-0.84716241,-0.06467674,-0.51537400,-0.11190358,26.03712,59.17494,30.00738,-0.47471,5.24509,1.46509,3.39024118e-02,1.61607309e-03
77.6518,-0.84517478,-0.06451254,-0.51837089,-0.11317835,26.48990,59.49955,30.57801,-0.47625,5.24466,1.46621,3.39024118e-02,1.61607309e-03
77.7318,-0.84317497,-0.06434693,-0.52135980,-0.11445266,26.95347,59.82175,31.15938,-0.47780,5.24423,1.46733,3.39024118e-02,1.61607309e-03
77.8119,-0.84116299,-0.06417990,-0.52434067,-0.11572650,27.42808,60.14147,31.75176,-0.47934,5.24380,1.46845,3.39024118e-02,1.61607309e-03
77.8919,-0.83913889,-0.06401149,-0.52731347,-0.11699986,27.91400,60.45862,32.35542,-0.48089,5.24336,1.46957,3.39024118e-02,1.61607309e-03
77.9720,-0.83710268,-0.06384168,-0.53027814,-0.11827272,28.41151,60.77311,32.97063,-0.48243,5.24292,1.47070,3.39024118e-02,1.61607309e-03
78.0520,-0.83505441,-0.06367049,-0.53323464,-0.11954508,28.92088,61.08487,33.59767,-0.48398,5.24248,1.47183,3.39024118e-02,1.61607309e-03
78.1321,-0.83299409,-0.06349793,-0.53618293,-0.12081691,29.44238,61.39380,34.23682,-0.48553,5.24204,1.47297,3.39024118e-02,1.61607309e-03
78.2121,-0.83092176,-0.06332400,-0.53912296,-0.12208820,29.97630,61.69981,34.88837,-0.48708,5.24160,1.47411,3.39024118e-02,1.61607309e-03
78.2922,-0.82883746,-0.06314872,-0.54205469,-0.12335893,30.52291,62.00280,35.55259,-0.48863,5.24115,1.47525,3.39024118e-02,1.61607309e-03
78.3722,-0.82674120,-0.06297209,-0.54497807,-0.12462910,31.08250,62.30268,36.22978,-0.49018,5.24070,1.47640,3.39024118e-02,1.61607309e-03
78.4523,-0.82463302,-0.06279413,-0.54789305,-0.12589868,31.65536,62.59933,36.92022,-0.49173,5.24026,1.47755,3.39024118e-02,1.61607309e-03
78.5324,-0.82251296,-0.06261483,-0.55079960,-0.12716767,32.24176,62.89266,37.62420,-0.49329,5.23981,1.47870,3.39024118e-02,1.61607309e-03
78.6124,-0.82038104,-0.06243421,-0.55369767,-0.12843604,32.84200,63.18256,38.34201,-0.49484,5.23935,1.47986,3.39024118e-02,1.61607309e-03
78.6925,-0.81823729,-0.06225227,-0.55658721,-0.12970378,33.45635,63.46891,39.07392,-0.49640,5.23890,1.48102,3.39024118e-02,1.61607309e-03
78.7725,-0.81608174,-0.06206903,-0.55946818,-0.13097089,34.08508,63.75160,39.82022,-0.49796,5.23844,1.48218,3.39024118e-02,1.61607309e-03
78.8526,-0.81391444,-0.06188450,-0.56234054,-0.13223734,34.72848,64.03050,40.58119,-0.49952,5.23799,1.48335,3.39024118e-02,1.61607309e-03
78.9326,-0.81173540,-0.06169868,-0.56520424,-0.13350311,35.38681,64.30550,41.35710,-0.50107,5.23753,1.48452,3.39024118e-02,1.61607309e-03
79.0127,-0.80954466,-0.06151158,-0.56805924,-0.13476820,36.06033,64.57647,42.14821,-0.50264,5.23707,1.48569,3.39024118e-02,1.61607309e-03
79.0927,-0.80734225,-0.06132321,-0.57090550,-0.13603259,36.74930,64.84327,42.95479,-0.50420,5.23660,1.48687,3.39024118e-02,1.61607309e-03
79.1728,-0.80512821,-0.06113358,-0.57374296,-0.13729627,37.45396,65.10578,43.77707,-0.50576,5.23614,1.48806,3.39024118e-02,1.61607309e-03
79.2528,-0.80290256,-0.06094270,-0.57657160,-0.13855922,38.17455,65.36385,44.61529,-0.50732,5.23567,1.48924,3.39024118e-02,1.61607309e-03
79.3329,-0.80066534,-0.06075057,-0.57939136,-0.13982142,38.91128,65.61735,45.46967,-0.50889,5.23520,1.49043,3.39024118e-02,1.61607309e-03
79.4129,-0.79841658,-0.06055721,-0.58220221,-0.14108286,39.66436,65.86613,46.34043,-0.51046,5.23473,1.49162,3.39024118e-02,1.61607309e-03
79.4930,-0.79615632,-0.06036263,-0.58500409,-0.14234353,40.43397,66.11004,47.22776,-0.51202,5.23426,1.49282,3.39024118e-02,1.61607309e-03
79.5730,-0.79388459,-0.06016683,-0.58779697,-0.14360340,41.22028,66.34894,48.13181,-0.51359,5.23379,1.49402,3.39024118e-02,1.61607309e-03
79.6531,-0.79160141,-0.05996983,-0.59058081,-0.14486248,42.02345,66.58267,49.05275,-0.51516,5.23331,1.49523,3.39024118e-02,1.61607309e-03
79.7332,-0.78930683,-0.05977162,-0.59335556,-0.14612074,42.84358,66.81107,49.99069,-0.51673,5.23283,1.49643,3.39024118e-02,1.61607309e-03
79.8132,-0.78700087,-0.05957223,-0.59612117,-0.14737816,43.68077,67.03399,50.94574,-0.51830,5.23235,1.49764,3.39024118e-02,1.61607309e-03
79.8933,-0.78468358,-0.05937166,-0.59887762,-0.14863473,44.53510,67.25126,51.91796,-0.51988,5.23187,1.49886,3.39024118e-02,1.61607309e-03
79.9733,-0.78235498,-0.05916992,-0.60162485,-0.14989045,45.40659,67.46273,52.90739,-0.52145,5.23139,1.50008,3.39024118e-02,1.61607309e-03
80.0534,-0.78001511,-0.05896702,-0.60436283,-0.15114528,46.29524,67.66822,53.91403,-0.52303,5.23090,1.50130,3.39024118e-02,1.61607309e-03
80.1334,-0.77766400,-0.05876297,-0.60709151,-0.15239923,47.20102,67.86757,54.93785,-0.52460,5.23041,1.50253,3.39024118e-02,1.61607309e-03
80.2135,-0.77530169,-0.05855777,-0.60981084,-0.15365226,48.12385,68.06062,55.97877,-0.52618,5.22993,1.50375,3.39024118e-02,1.61607309e-03
80.2935,-0.77292820,-0.05835145,-0.61252080,-0.15490437,49.06360,68.24720,57.03668,-0.52776,5.22943,1.50499,3.39024118e-02,1.61607309e-03
80.3736,-0.77054359,-0.05814400,-0.61522134,-0.15615555,50.02012,68.42713,58.11141,-0.52934,5.22894,1.50622,3.39024118e-02,1.61607309e-03
80.4536,-0.76814788,-0.05793544,-0.61791241,-0.15740577,50.99319,68.60026,59.20275,-0.53092,5.22845,1.50746,3.39024118e-02,1.61607309e-03
80.5337,-0.76574110,-0.05772578,-0.62059398,-0.15865503,51.98254,68.76641,60.31045,-0.53250,5.22795,1.50871,3.39024118e-02,1.61607309e-03
80.6137,-0.76332329,-0.05751502,-0.62326600,-0.15990331,52.98788,68.92543,61.43420,-0.53409,5.22745,1.50996,3.39024118e-02,1.61607309e-03
80.6938,-0.76089449,-0.05730318,-0.62592844,-0.16115058,54.00882,69.07715,62.57362,-0.53567,5.22695,1.51121,3.39024118e-02,1.61607309e-03
80.7738,-0.75845473,-0.05709026,-0.62858125,-0.16239685,55.04494,69.22141,63.72831,-0.53726,5.22645,1.51246,3.39024118e-02,1.61607309e-03
80.8539,-0.75600405,-0.05687628,-0.63122439,-0.16364209,56.09578,69.35805,64.89778,-0.53885,5.22595,1.51372,3.39024118e-02,1.61607309e-03
80.9340,-0.75354248,-0.05666125,-0.63385783,-0.16488629,57.16079,69.48693,66.08151,-0.54043,5.22544,1.51498,3.39024118e-02,1.61607309e-03
81.0140,-0.75107006,-0.05644517,-0.63648152,-0.16612943,58.23938,69.60790,67.27890,-0.54202,5.22493,1.51625,3.39024118e-02,1.61607309e-03
81.0941,-0.74858682,-0.05622805,-0.63909542,-0.16737150,59.33090,69.72081,68.48931,-0.54362,5.22442,1.51752,3.39024118e-02,1.61607309e-03
81.1741,-0.74609280,-0.05600991,-0.64169950,-0.16861248,60.43464,69.82554,69.71204,-0.54521,5.22391,1.51879,3.39024118e-02,1.61607309e-03
81.2542,-0.74358805,-0.05579075,-0.64429371,-0.16985237,61.54985,69.92195,70.94632,-0.54680,5.22340,1.52007,3.39024118e-02,1.61607309e-03
81.3342,-0.74107258,-0.05557059,-0.64687801,-0.17109113,62.67571,70.00992,72.19135,-0.54839,5.22288,1.52135,3.39024118e-02,1.61607309e-03
81.4143,-0.73854645,-0.05534943,-0.64945237,-0.17232877,63.81135,70.08936,73.44626,-0.54999,5.22236,1.52263,3.39024118e-02,1.61607309e-03
81.4943,-0.73600968,-0.05512729,-0.65201674,-0.17356525,64.95587,70.16014,74.71014,-0.55159,5.22184,1.52392,3.39024118e-02,1.61607309e-03
81.5744,-0.73346232,-0.05490418,-0.65457109,-0.17480058,66.10828,70.22219,75.98204,-0.55318,5.22132,1.52521,3.39024118e-02,1.61607309e-03
81.6544,-0.73090440,-0.05468009,-0.65711538,-0.17603473,67.26761,70.27542,77.26094,-0.55478,5.22080,1.52650,3.39024118e-02,1.61607309e-03
81.7345,-0.72833596,-0.05445506,-0.65964957,-0.17726768,68.43281,70.31976,78.54583,-0.55638,5.22027,1.52780,3.39024118e-02,1.61607309e-03
81.8145,-0.72575703,-0.05422907,-0.66217361,-0.17849943,69.60280,70.35515,79.83563,-0.55799,5.21974,1.52911,3.39024118e-02,1.61607309e-03
81.8946,-0.72316766,-0.05400216,-0.66468748,-0.17972996,70.77650,70.38155,81.12926,-0.55959,5.21921,1.53041,3.39024118e-02,1.61607309e-03
81.9746,-0.72056788,-0.05377432,-0.66719113,-0.18095925,71.95279,70.39891,82.42559,-0.56119,5.21868,1.53172,3.39024118e-02,1.61607309e-03
82.0547,-0.71795773,-0.05354556,-0.66968453,-0.18218729,73.13053,70.40722,83.72349,-0.56280,5.21815,1.53303,3.39024118e-02,1.61607309e-03
82.1348,-0.71533724,-0.05331591,-0.67216763,-0.18341406,74.30859,70.40647,85.02184,-0.56440,5.21761,1.53435,3.39024118e-02,1.61607309e-03
82.2148,-0.71270647,-0.05308536,-0.67464040,-0.18463955,75.48582,70.39665,86.31949,-0.56601,5.21708,1.53567,3.39024118e-02,1.61607309e-03
82.2949,-0.71006543,-0.05285392,-0.67710281,-0.18586374,76.66108,70.37779,87.61531,-0.56762,5.21654,1.53700,3.39024118e-02,1.61607309e-03
82.3749,-0.70741418,-0.05262162,-0.67955481,-0.18708662,77.83326,70.34991,88.90816,-0.56923,5.21599,1.53832,3.39024118e-02,1.61607309e-03
82.4550,-0.70475275,-0.05238845,-0.68199636,-0.18830817,79.00123,70.31305,90.19695,-0.57084,5.21545,1.53966,3.39024118e-02,1.61607309e-03
82.5350,-0.70208118,-0.05215443,-0.68442744,-0.18952838,80.16390,70.26726,91.48059,-0.57246,5.21490,1.54099,3.39024118e-02,1.61607309e-03
82.6151,-0.69939951,-0.05191958,-0.68684800,-0.19074723,81.32022,70.21261,92.75801,-0.57407,5.21436,1.54233,3.39024118e-02,1.61607309e-03
82.6951,-0.69670778,-0.05168389,-0.68925800,-0.19196471,82.46915,70.14917,94.02820,-0.57569,5.21381,1.54367,3.39024118e-02,1.61607309e-03
82.7752,-0.69400603,-0.05144738,-0.69165742,-0.19318080,83.60971,70.07702,95.29016,-0.57730,5.21326,1.54502,3.39024118e-02,1.61607309e-03
82.8552,-0.69129429,-0.05121006,-0.69404620,-0.19439548,84.74095,69.99627,96.54295,-0.57892,5.21270,1.54637,3.39024118e-02,1.61607309e-03
82.9353,-0.68857261,-0.05097195,-0.69642433,-0.19560875,85.86197,69.90701,97.78567,-0.58054,5.21215,1.54772,3.39024118e-02,1.61607309e-03
83.0153,-0.68584102,-0.05073305,-0.69879175,-0.19682058,86.97190,69.80937,99.01748,-0.58216,5.21159,1.54908,3.39024118e-02,1.61607309e-03
83.0954,-0.68309957,-0.05049337,-0.70114844,-0.19803096,88.06997,69.70346,100.23757,-0.58378,5.21103,1.55044,3.39024118e-02,1.61607309e-03
83.1755,-0.68034829,-0.05025292,-0.70349436,-0.19923988,89.15540,69.58942,101.44520,-0.58540,5.21047,1.55181,3.39024118e-02,1.61607309e-03
83.2555,-0.67758723,-0.05001173,-0.70582947,-0.20044732,90.22753,69.46738,102.63968,-0.58703,5.20990,1.55317,3.39024118e-02,1.61607309e-03
83.3356,-0.67481643,-0.04976978,-0.70815374,-0.20165326,91.28570,69.33748,103.82039,-0.58865,5.20934,1.55455,3.39024118e-02,1.61607309e-03
83.4156,-0.67203592,-0.04952711,-0.71046713,-0.20285769,92.32936,69.19988,104.98674,-0.59028,5.20877,1.55592,3.39024118e-02,1.61607309e-03
83.4957,-0.66924575,-0.04928371,-0.71276960,-0.20406060,93.35796,69.05473,106.13823,-0.59191,5.20820,1.55730,3.39024118e-02,1.61607309e-03
83.5757,-0.66644596,-0.04903960,-0.71506113,-0.20526197,94.37106,68.90219,107.27439,-0.59354,5.20762,1.55868,3.39024118e-02,1.61607309e-03
83.6558,-0.66363659,-0.04879479,-0.71734168,-0.20646178,95.36825,68.74241,108.39482,-0.59517,5.20705,1.56007,3.39024118e-02,1.61607309e-03
83.7358,-0.66081767,-0.04854929,-0.71961121,-0.20766002,96.34917,68.57556,109.49917,-0.59680,5.20647,1.56146,3.39024118e-02,1.61607309e-03
83.8159,-0.65798926,-0.04830311,-0.72186968,-0.20885667,97.31353,68.40181,110.58715,-0.59843,5.20589,1.56286,3.39024118e-02,1.61607309e-03
83.8959,-0.65515138,-0.04805627,-0.72411707,-0.21005172,98.26107,68.22133,111.65850,-0.60007,5.20531,1.56425,3.39024118e-02,1.61607309e-03
83.9760,-0.65230409,-0.04780877,-0.72635334,-0.21124515,99.19160,68.03427,112.71303,-0.60170,5.20473,1.56566,3.39024118e-02,1.61607309e-03
84.0560,-0.64944743,-0.04756062,-0.72857845,-0.21243695,100.10496,67.84082,113.75060,-0.60334,5.20414,1.56706,3.39024118e-02,1.61607309e-03
84.1361,-0.64658143,-0.04731184,-0.73079238,-0.21362711,101.00105,67.64114,114.77110,-0.60498,5.20356,1.56847,3.39024118e-02,1.61607309e-03
84.2161,-0.64370614,-0.04706244,-0.73299508,-0.21481560,101.87980,67.43539,115.77446,-0.60662,5.20297,1.56988,3.39024118e-02,1.61607309e-03
84.2962,-0.64082160,-0.04681242,-0.73518653,-0.21600241,102.74118,67.22374,116.76066,-0.60826,5.20238,1.57130,3.39024118e-02,1.61607309e-03
84.3763,-0.63792785,-0.04656181,-0.73736669,-0.21718753,103.58520,67.00636,117.72971,-0.60990,5.20178,1.57272,3.39024118e-02,1.61607309e-03
84.4563,-0.63502493,-0.04631061,-0.73953553,-0.21837094,104.41191,66.78341,118.68167,-0.61154,5.20119,1.57414,3.39024118e-02,1.61607309e-03
84.5364,-0.63211289,-0.04605883,-0.74169301,-0.21955262,105.22138,66.55505,119.61659,-0.61319,5.20059,1.57557,3.39024118e-02,1.61607309e-03
84.6164,-0.62919177,-0.04580648,-0.74383911,-0.22073257,106.01370,66.32144,120.53460,-0.61483,5.19999,1.57700,3.39024118e-02,1.61607309e-03
84.6965,-0.62626161,-0.04555358,-0.74597378,-0.22191076,106.78902,66.08273,121.43582,-0.61648,5.19939,1.57844,3.39024118e-02,1.61607309e-03
