pair_index,object_a,category_a,object_b,category_b,pair_class,policy,status,reason
6043,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-BUS-HN02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6044,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-BUS-HN03,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6045,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-BUS-RISER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6046,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J1-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6047,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J1-RELIEF-A1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6048,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J1-RELIEF-A2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6049,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J1-RELIEF-B1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6050,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J2-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6051,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J2-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6052,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J3-HOST-BOUNDARY,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6053,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J3-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6054,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J4-ANN-ENTRY,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6055,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J4-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6056,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J4-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6057,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J4-FOLLOWER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6058,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J5-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6059,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J5-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6060,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J6-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6061,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-J6-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6062,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-L1-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6063,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-L2-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6064,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-L2-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6065,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-L3-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6066,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-L3-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6067,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-L4-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6068,R::RC-CHN-BUS-FT-BASE,R,R::RC-CONN-WR-D1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6069,R::RC-CHN-BUS-FT-BASE,R,R::RC-CONN-WR-P1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6070,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J1-ANNULUS-LOW,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6071,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J1-ANNULUS-UP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6072,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J1-ANNULUS-WALL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6073,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J1-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6074,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J2-MANDREL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6075,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J2-MANDREL-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6076,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J3-SADDLE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6077,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J3-SADDLE-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6078,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J4-ANNULAR-FOLLOWER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6079,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6080,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J4-B-TO-ANNULUS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6081,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J4-B-TO-ANNULUS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6082,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J4-FIXED-APPROACH,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6083,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J4-FIXED-APPROACH-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6084,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J4-TROMBONE-U,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6085,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J4-TROMBONE-U-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6086,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J5-HIGH-BYPASS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6087,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J5-HIGH-BYPASS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6088,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J5-HIGH-RETURN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6089,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J5-HIGH-RETURN-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6090,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J5-WRAP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6091,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J5-WRAP-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6092,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J6-RING-0,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6093,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J6-RING-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6094,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J6-RING-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6095,R::RC-CHN-BUS-FT-BASE,R,R::RC-GDE-J6-RING-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6096,R::RC-CHN-BUS-FT-BASE,R,R::RC-GSP-J5-HIGH-A6,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6097,R::RC-CHN-BUS-FT-BASE,R,R::RC-GSP-J5-HIGH-W2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6098,R::RC-CHN-BUS-FT-BASE,R,R::RC-GSP-J5-HIGH-W3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6099,R::RC-CHN-BUS-FT-BASE,R,R::RC-GSP-L4-HIGH-E1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6100,R::RC-CHN-BUS-FT-BASE,R,R::RC-GSP-L4-HIGH-E2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6101,R::RC-CHN-BUS-FT-BASE,R,R::RC-PLT-BASE-CONN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6102,R::RC-CHN-BUS-FT-BASE,R,R::RC-PLT-BUS-CONN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6103,R::RC-CHN-BUS-FT-BASE,R,R::RC-PLT-WRIST-SPLIT,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6104,R::RC-CHN-BUS-FT-BASE,R,R::RC-SR-WRIST,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6105,R::RC-CHN-BUS-FT-BASE,R,R::RC-SR-WRIST-BOOT,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6106,R::RC-CHN-BUS-FT-BASE,R,R::RC-TEL-J4-A-STAGE-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6107,R::RC-CHN-BUS-FT-BASE,R,R::RC-TEL-J4-A-STAGE-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6108,R::RC-CHN-BUS-FT-BASE,R,R::RC-TEL-J4-A-STAGE-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6109,R::RC-CHN-BUS-FT-BASE,R,R::RC-TEL-J4-A-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6110,R::RC-CHN-BUS-FT-BASE,R,R::RC-TEL-J4-B-STAGE-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6111,R::RC-CHN-BUS-FT-BASE,R,R::RC-TEL-J4-B-STAGE-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6112,R::RC-CHN-BUS-FT-BASE,R,R::RC-TEL-J4-B-STAGE-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6113,R::RC-CHN-BUS-FT-BASE,R,R::RC-TEL-J4-B-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6114,R::RC-CHN-BUS-FT-BASE,R,R::RC-TRK-J3-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6115,R::RC-CHN-BUS-FT-BASE,R,R::RC-TRK-J3-STOP-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6116,R::RC-CHN-BUS-FT-BASE,R,R::RC-TRK-J3-STOP-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6117,R::RC-CHN-BUS-FT-BASE,R,R::RC-TRK-J4-STOP-NEG,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6118,R::RC-CHN-BUS-FT-BASE,R,R::RC-TRK-J4-STOP-POS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6119,R::RC-CHN-BUS-FT-BASE,R,R::RC-TRK-J4-TROMBONE-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6120,R::RC-CHN-BUS-FT-BASE,R,S::LEFT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6121,R::RC-CHN-BUS-FT-BASE,R,S::LEFT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6122,R::RC-CHN-BUS-FT-BASE,R,S::LEFT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6123,R::RC-CHN-BUS-FT-BASE,R,S::RIGHT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6124,R::RC-CHN-BUS-FT-BASE,R,S::RIGHT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6125,R::RC-CHN-BUS-FT-BASE,R,S::RIGHT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6126,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-BUS-FT-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6127,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-BUS-FT-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6128,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-E210-LINK-00,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6129,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-E210-LINK-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6130,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-E210-LINK-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6131,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-E210-LINK-03,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6132,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-E210-LINK-04,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6133,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-E210-LINK-05,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6134,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-L2-BASE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6135,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-L2-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6136,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-L2-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6137,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-L2-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6138,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-L3-BASE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6139,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-L3-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6140,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-L3-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6141,R::RC-CHN-BUS-FT-LINER,R,R::RC-CHN-L3-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6142,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-BUS-HN01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6143,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-BUS-HN02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6144,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-BUS-HN03,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6145,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-BUS-RISER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6146,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J1-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6147,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J1-RELIEF-A1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6148,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J1-RELIEF-A2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6149,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J1-RELIEF-B1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6150,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J2-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6151,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J2-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6152,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J3-HOST-BOUNDARY,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6153,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J3-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6154,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J4-ANN-ENTRY,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6155,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J4-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6156,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J4-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6157,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J4-FOLLOWER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6158,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J5-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6159,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J5-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6160,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J6-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6161,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-J6-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6162,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-L1-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6163,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-L2-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6164,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-L2-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6165,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-L3-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6166,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-L3-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6167,R::RC-CHN-BUS-FT-LINER,R,R::RC-CLP-L4-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6168,R::RC-CHN-BUS-FT-LINER,R,R::RC-CONN-WR-D1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6169,R::RC-CHN-BUS-FT-LINER,R,R::RC-CONN-WR-P1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6170,R::RC-CHN-BUS-FT-LINER,R,R::RC-GDE-J1-ANNULUS-LOW,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6171,R::RC-CHN-BUS-FT-LINER,R,R::RC-GDE-J1-ANNULUS-UP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6172,R::RC-CHN-BUS-FT-LINER,R,R::RC-GDE-J1-ANNULUS-WALL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6173,R::RC-CHN-BUS-FT-LINER,R,R::RC-GDE-J1-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6174,R::RC-CHN-BUS-FT-LINER,R,R::RC-GDE-J2-MANDREL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6175,R::RC-CHN-BUS-FT-LINER,R,R::RC-GDE-J2-MANDREL-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
