t_s,q1_deg,q2_deg,base_theta_deg,base_omega_dps,H_reaction_kgm2ps,ee_x_m,ee_z_m,clearance_min_m
20.7944,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.8064,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.8184,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.8304,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.8424,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.8544,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.8664,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.8784,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.8904,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9025,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9145,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9265,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9385,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9505,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9625,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9745,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9865,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.9985,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.0105,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.0225,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.0345,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.0465,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.0585,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.0705,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.0825,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.0945,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.1066,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.1186,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.1306,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.1426,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.1546,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.1666,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.1786,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.1906,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2026,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2146,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2266,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2386,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2506,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2626,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2746,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2866,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.2986,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.3107,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.3227,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.3347,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.3467,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.3587,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.3707,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.3827,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.3947,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.4067,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.4187,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.4307,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.4427,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.4547,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.4667,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.4787,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.4907,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5028,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5148,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5268,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5388,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5508,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5628,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5748,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5868,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.5988,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.6108,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.6228,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.6348,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.6468,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.6588,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.6708,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.6828,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.6948,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.7069,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.7189,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.7309,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.7429,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.7549,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.7669,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.7789,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.7909,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8029,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8149,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8269,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8389,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8509,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8629,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8749,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8869,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.8989,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.9110,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.9230,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.9350,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.9470,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.9590,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.9710,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.9830,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
21.9950,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.0070,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.0190,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.0310,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.0430,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.0550,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.0670,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.0790,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.0910,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1031,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1151,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1271,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1391,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1511,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1631,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1751,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1871,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.1991,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.2111,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.2231,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.2351,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.2471,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.2591,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.2711,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.2831,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.2951,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.3072,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.3192,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.3312,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.3432,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.3552,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.3672,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.3792,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.3912,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4032,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4152,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4272,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4392,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4512,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4632,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4752,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4872,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.4992,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.5113,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.5233,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.5353,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.5473,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.5593,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.5713,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.5833,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.5953,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.6073,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.6193,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.6313,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.6433,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.6553,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.6673,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.6793,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.6913,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7034,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7154,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7274,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7394,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7514,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7634,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7754,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7874,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.7994,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.8114,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.8234,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.8354,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.8474,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.8594,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.8714,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.8834,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.8954,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.9075,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.9195,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.9315,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.9435,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.9555,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.9675,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.9795,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
22.9915,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0035,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0155,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0275,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0395,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0515,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0635,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0755,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0875,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.0995,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.1116,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.1236,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.1356,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.1476,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.1596,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.1716,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.1836,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.1956,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.2076,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.2196,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.2316,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.2436,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.2556,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.2676,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.2796,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.2916,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3037,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3157,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3277,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3397,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3517,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3637,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3757,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3877,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.3997,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.4117,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.4237,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.4357,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.4477,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.4597,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.4717,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.4837,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.4957,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.5078,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.5198,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.5318,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.5438,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.5558,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.5678,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.5798,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.5918,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6038,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6158,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6278,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6398,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6518,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6638,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6758,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6878,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.6998,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.7119,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.7239,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.7359,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.7479,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.7599,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.7719,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.7839,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.7959,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.8079,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.8199,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.8319,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.8439,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.8559,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.8679,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.8799,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.8919,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.9040,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.9160,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.9280,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.9400,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.9520,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.9640,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.9760,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
23.9880,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
24.0000,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
