case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,visibility_ratio,capture_window_s,reach_time_s,base_peak_deg,v_max_m_s,post_capture_rate_dps,clearance_min_m,result,failure_reason
C1015,target_debris_v0,1.0,0.005,1.5,2.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1016,target_debris_v0,1.0,0.005,1.5,2.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,SAFE,SAFE
C1017,target_debris_v0,1.0,0.005,1.5,2.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1018,target_debris_v0,1.0,0.005,1.5,2.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,SAFE,SAFE
C1019,target_debris_v0,1.0,0.005,1.5,2.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1020,target_debris_v0,1.0,0.005,1.5,2.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,SAFE,SAFE
C1021,target_debris_v0,1.0,0.005,1.5,3.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1022,target_debris_v0,1.0,0.005,1.5,3.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1023,target_debris_v0,1.0,0.005,1.5,3.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1024,target_debris_v0,1.0,0.005,1.5,3.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1025,target_debris_v0,1.0,0.005,1.5,3.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1026,target_debris_v0,1.0,0.005,1.5,3.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1027,target_debris_v0,1.0,0.01,0.5,1.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1028,target_debris_v0,1.0,0.01,0.5,1.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,SAFE,SAFE
C1029,target_debris_v0,1.0,0.01,0.5,1.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1030,target_debris_v0,1.0,0.01,0.5,1.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,SAFE,SAFE
C1031,target_debris_v0,1.0,0.01,0.5,1.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1032,target_debris_v0,1.0,0.01,0.5,1.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,SAFE,SAFE
C1033,target_debris_v0,1.0,0.01,0.5,2.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1034,target_debris_v0,1.0,0.01,0.5,2.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,SAFE,SAFE
C1035,target_debris_v0,1.0,0.01,0.5,2.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1036,target_debris_v0,1.0,0.01,0.5,2.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,SAFE,SAFE
C1037,target_debris_v0,1.0,0.01,0.5,2.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1038,target_debris_v0,1.0,0.01,0.5,2.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,SAFE,SAFE
C1039,target_debris_v0,1.0,0.01,0.5,3.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1040,target_debris_v0,1.0,0.01,0.5,3.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1041,target_debris_v0,1.0,0.01,0.5,3.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1042,target_debris_v0,1.0,0.01,0.5,3.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1043,target_debris_v0,1.0,0.01,0.5,3.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1044,target_debris_v0,1.0,0.01,0.5,3.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1045,target_debris_v0,1.0,0.01,1.0,1.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1046,target_debris_v0,1.0,0.01,1.0,1.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,SAFE,SAFE
C1047,target_debris_v0,1.0,0.01,1.0,1.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1048,target_debris_v0,1.0,0.01,1.0,1.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,SAFE,SAFE
C1049,target_debris_v0,1.0,0.01,1.0,1.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1050,target_debris_v0,1.0,0.01,1.0,1.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,SAFE,SAFE
C1051,target_debris_v0,1.0,0.01,1.0,2.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1052,target_debris_v0,1.0,0.01,1.0,2.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,SAFE,SAFE
C1053,target_debris_v0,1.0,0.01,1.0,2.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1054,target_debris_v0,1.0,0.01,1.0,2.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,SAFE,SAFE
C1055,target_debris_v0,1.0,0.01,1.0,2.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1056,target_debris_v0,1.0,0.01,1.0,2.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,SAFE,SAFE
C1057,target_debris_v0,1.0,0.01,1.0,3.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1058,target_debris_v0,1.0,0.01,1.0,3.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1059,target_debris_v0,1.0,0.01,1.0,3.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1060,target_debris_v0,1.0,0.01,1.0,3.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1061,target_debris_v0,1.0,0.01,1.0,3.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1062,target_debris_v0,1.0,0.01,1.0,3.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1063,target_debris_v0,1.0,0.01,1.5,1.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1064,target_debris_v0,1.0,0.01,1.5,1.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,SAFE,SAFE
C1065,target_debris_v0,1.0,0.01,1.5,1.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1066,target_debris_v0,1.0,0.01,1.5,1.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,SAFE,SAFE
C1067,target_debris_v0,1.0,0.01,1.5,1.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1068,target_debris_v0,1.0,0.01,1.5,1.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,SAFE,SAFE
C1069,target_debris_v0,1.0,0.01,1.5,2.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1070,target_debris_v0,1.0,0.01,1.5,2.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,SAFE,SAFE
C1071,target_debris_v0,1.0,0.01,1.5,2.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1072,target_debris_v0,1.0,0.01,1.5,2.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,SAFE,SAFE
C1073,target_debris_v0,1.0,0.01,1.5,2.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1074,target_debris_v0,1.0,0.01,1.5,2.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,SAFE,SAFE
C1075,target_debris_v0,1.0,0.01,1.5,3.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1076,target_debris_v0,1.0,0.01,1.5,3.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1077,target_debris_v0,1.0,0.01,1.5,3.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1078,target_debris_v0,1.0,0.01,1.5,3.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1079,target_debris_v0,1.0,0.01,1.5,3.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1080,target_debris_v0,1.0,0.01,1.5,3.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1081,target_debris_v0,1.0,0.02,0.5,1.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1082,target_debris_v0,1.0,0.02,0.5,1.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,SAFE,SAFE
C1083,target_debris_v0,1.0,0.02,0.5,1.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1084,target_debris_v0,1.0,0.02,0.5,1.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,SAFE,SAFE
C1085,target_debris_v0,1.0,0.02,0.5,1.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1086,target_debris_v0,1.0,0.02,0.5,1.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,SAFE,SAFE
C1087,target_debris_v0,1.0,0.02,0.5,2.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1088,target_debris_v0,1.0,0.02,0.5,2.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,SAFE,SAFE
C1089,target_debris_v0,1.0,0.02,0.5,2.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1090,target_debris_v0,1.0,0.02,0.5,2.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,SAFE,SAFE
C1091,target_debris_v0,1.0,0.02,0.5,2.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1092,target_debris_v0,1.0,0.02,0.5,2.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,SAFE,SAFE
C1093,target_debris_v0,1.0,0.02,0.5,3.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1094,target_debris_v0,1.0,0.02,0.5,3.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1095,target_debris_v0,1.0,0.02,0.5,3.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1096,target_debris_v0,1.0,0.02,0.5,3.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1097,target_debris_v0,1.0,0.02,0.5,3.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1098,target_debris_v0,1.0,0.02,0.5,3.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1099,target_debris_v0,1.0,0.02,1.0,1.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1100,target_debris_v0,1.0,0.02,1.0,1.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,SAFE,SAFE
C1101,target_debris_v0,1.0,0.02,1.0,1.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1102,target_debris_v0,1.0,0.02,1.0,1.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,SAFE,SAFE
C1103,target_debris_v0,1.0,0.02,1.0,1.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1104,target_debris_v0,1.0,0.02,1.0,1.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,SAFE,SAFE
C1105,target_debris_v0,1.0,0.02,1.0,2.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1106,target_debris_v0,1.0,0.02,1.0,2.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,SAFE,SAFE
C1107,target_debris_v0,1.0,0.02,1.0,2.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1108,target_debris_v0,1.0,0.02,1.0,2.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,SAFE,SAFE
C1109,target_debris_v0,1.0,0.02,1.0,2.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1110,target_debris_v0,1.0,0.02,1.0,2.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,SAFE,SAFE
C1111,target_debris_v0,1.0,0.02,1.0,3.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1112,target_debris_v0,1.0,0.02,1.0,3.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1113,target_debris_v0,1.0,0.02,1.0,3.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1114,target_debris_v0,1.0,0.02,1.0,3.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1115,target_debris_v0,1.0,0.02,1.0,3.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1116,target_debris_v0,1.0,0.02,1.0,3.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1117,target_debris_v0,1.0,0.02,1.5,1.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1118,target_debris_v0,1.0,0.02,1.5,1.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,SAFE,SAFE
C1119,target_debris_v0,1.0,0.02,1.5,1.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1120,target_debris_v0,1.0,0.02,1.5,1.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,SAFE,SAFE
C1121,target_debris_v0,1.0,0.02,1.5,1.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1122,target_debris_v0,1.0,0.02,1.5,1.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,SAFE,SAFE
C1123,target_debris_v0,1.0,0.02,1.5,2.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1124,target_debris_v0,1.0,0.02,1.5,2.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,SAFE,SAFE
C1125,target_debris_v0,1.0,0.02,1.5,2.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1126,target_debris_v0,1.0,0.02,1.5,2.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,SAFE,SAFE
C1127,target_debris_v0,1.0,0.02,1.5,2.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1128,target_debris_v0,1.0,0.02,1.5,2.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,SAFE,SAFE
C1129,target_debris_v0,1.0,0.02,1.5,3.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1130,target_debris_v0,1.0,0.02,1.5,3.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1131,target_debris_v0,1.0,0.02,1.5,3.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1132,target_debris_v0,1.0,0.02,1.5,3.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1133,target_debris_v0,1.0,0.02,1.5,3.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1134,target_debris_v0,1.0,0.02,1.5,3.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1135,target_debris_v0,2.0,0.005,0.5,1.0,0.8,0,1.0,90.1,16.0,6.807,0.015,1.591,0.47,FAIL,BASE_REACTION_FAIL
C1136,target_debris_v0,2.0,0.005,0.5,1.0,0.8,1,1.0,90.1,16.0,1.021,0.015,1.591,0.47,SAFE,SAFE
C1137,target_debris_v0,2.0,0.005,0.5,1.0,1.0,0,1.0,90.1,16.0,6.807,0.015,1.989,0.47,FAIL,BASE_REACTION_FAIL
C1138,target_debris_v0,2.0,0.005,0.5,1.0,1.0,1,1.0,90.1,16.0,1.021,0.015,1.989,0.47,SAFE,SAFE
C1139,target_debris_v0,2.0,0.005,0.5,1.0,1.2,0,1.0,90.1,16.0,6.807,0.015,2.387,0.47,FAIL,BASE_REACTION_FAIL
C1140,target_debris_v0,2.0,0.005,0.5,1.0,1.2,1,1.0,90.1,16.0,1.021,0.015,2.387,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C1141,target_debris_v0,2.0,0.005,0.5,2.0,0.8,0,1.0,90.1,16.0,6.807,0.015,1.591,0.47,FAIL,BASE_REACTION_FAIL
C1142,target_debris_v0,2.0,0.005,0.5,2.0,0.8,1,1.0,90.1,16.0,1.021,0.015,1.591,0.47,SAFE,SAFE
C1143,target_debris_v0,2.0,0.005,0.5,2.0,1.0,0,1.0,90.1,16.0,6.807,0.015,1.989,0.47,FAIL,BASE_REACTION_FAIL
C1144,target_debris_v0,2.0,0.005,0.5,2.0,1.0,1,1.0,90.1,16.0,1.021,0.015,1.989,0.47,SAFE,SAFE
C1145,target_debris_v0,2.0,0.005,0.5,2.0,1.2,0,1.0,90.1,16.0,6.807,0.015,2.387,0.47,FAIL,BASE_REACTION_FAIL
C1146,target_debris_v0,2.0,0.005,0.5,2.0,1.2,1,1.0,90.1,16.0,1.021,0.015,2.387,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C1147,target_debris_v0,2.0,0.005,0.5,3.0,0.8,0,1.0,90.1,16.0,6.807,0.015,1.591,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1148,target_debris_v0,2.0,0.005,0.5,3.0,0.8,1,1.0,90.1,16.0,1.021,0.015,1.591,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1149,target_debris_v0,2.0,0.005,0.5,3.0,1.0,0,1.0,90.1,16.0,6.807,0.015,1.989,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1150,target_debris_v0,2.0,0.005,0.5,3.0,1.0,1,1.0,90.1,16.0,1.021,0.015,1.989,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1151,target_debris_v0,2.0,0.005,0.5,3.0,1.2,0,1.0,90.1,16.0,6.807,0.015,2.387,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1152,target_debris_v0,2.0,0.005,0.5,3.0,1.2,1,1.0,90.1,16.0,1.021,0.015,2.387,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1153,target_debris_v0,2.0,0.005,1.0,1.0,0.8,0,1.0,90.1,8.0,13.133,0.015,1.591,0.47,FAIL,BASE_REACTION_FAIL
C1154,target_debris_v0,2.0,0.005,1.0,1.0,0.8,1,1.0,90.1,8.0,1.97,0.015,1.591,0.47,SAFE,SAFE
C1155,target_debris_v0,2.0,0.005,1.0,1.0,1.0,0,1.0,90.1,8.0,13.133,0.015,1.989,0.47,FAIL,BASE_REACTION_FAIL
C1156,target_debris_v0,2.0,0.005,1.0,1.0,1.0,1,1.0,90.1,8.0,1.97,0.015,1.989,0.47,SAFE,SAFE
C1157,target_debris_v0,2.0,0.005,1.0,1.0,1.2,0,1.0,90.1,8.0,13.133,0.015,2.387,0.47,FAIL,BASE_REACTION_FAIL
C1158,target_debris_v0,2.0,0.005,1.0,1.0,1.2,1,1.0,90.1,8.0,1.97,0.015,2.387,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C1159,target_debris_v0,2.0,0.005,1.0,2.0,0.8,0,1.0,90.1,8.0,13.133,0.015,1.591,0.47,FAIL,BASE_REACTION_FAIL
C1160,target_debris_v0,2.0,0.005,1.0,2.0,0.8,1,1.0,90.1,8.0,1.97,0.015,1.591,0.47,SAFE,SAFE
C1161,target_debris_v0,2.0,0.005,1.0,2.0,1.0,0,1.0,90.1,8.0,13.133,0.015,1.989,0.47,FAIL,BASE_REACTION_FAIL
C1162,target_debris_v0,2.0,0.005,1.0,2.0,1.0,1,1.0,90.1,8.0,1.97,0.015,1.989,0.47,SAFE,SAFE
C1163,target_debris_v0,2.0,0.005,1.0,2.0,1.2,0,1.0,90.1,8.0,13.133,0.015,2.387,0.47,FAIL,BASE_REACTION_FAIL
C1164,target_debris_v0,2.0,0.005,1.0,2.0,1.2,1,1.0,90.1,8.0,1.97,0.015,2.387,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C1165,target_debris_v0,2.0,0.005,1.0,3.0,0.8,0,1.0,90.1,8.0,13.133,0.015,1.591,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1166,target_debris_v0,2.0,0.005,1.0,3.0,0.8,1,1.0,90.1,8.0,1.97,0.015,1.591,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1167,target_debris_v0,2.0,0.005,1.0,3.0,1.0,0,1.0,90.1,8.0,13.133,0.015,1.989,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1168,target_debris_v0,2.0,0.005,1.0,3.0,1.0,1,1.0,90.1,8.0,1.97,0.015,1.989,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1169,target_debris_v0,2.0,0.005,1.0,3.0,1.2,0,1.0,90.1,8.0,13.133,0.015,2.387,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1170,target_debris_v0,2.0,0.005,1.0,3.0,1.2,1,1.0,90.1,8.0,1.97,0.015,2.387,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1171,target_debris_v0,2.0,0.005,1.5,1.0,0.8,0,1.0,90.1,5.33,18.502,0.015,1.591,0.47,FAIL,BASE_REACTION_FAIL
C1172,target_debris_v0,2.0,0.005,1.5,1.0,0.8,1,1.0,90.1,5.33,2.775,0.015,1.591,0.47,SAFE,SAFE
C1173,target_debris_v0,2.0,0.005,1.5,1.0,1.0,0,1.0,90.1,5.33,18.502,0.015,1.989,0.47,FAIL,BASE_REACTION_FAIL
C1174,target_debris_v0,2.0,0.005,1.5,1.0,1.0,1,1.0,90.1,5.33,2.775,0.015,1.989,0.47,SAFE,SAFE
C1175,target_debris_v0,2.0,0.005,1.5,1.0,1.2,0,1.0,90.1,5.33,18.502,0.015,2.387,0.47,FAIL,BASE_REACTION_FAIL
C1176,target_debris_v0,2.0,0.005,1.5,1.0,1.2,1,1.0,90.1,5.33,2.775,0.015,2.387,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C1177,target_debris_v0,2.0,0.005,1.5,2.0,0.8,0,1.0,90.1,5.33,18.502,0.015,1.591,0.47,FAIL,BASE_REACTION_FAIL
C1178,target_debris_v0,2.0,0.005,1.5,2.0,0.8,1,1.0,90.1,5.33,2.775,0.015,1.591,0.47,SAFE,SAFE
C1179,target_debris_v0,2.0,0.005,1.5,2.0,1.0,0,1.0,90.1,5.33,18.502,0.015,1.989,0.47,FAIL,BASE_REACTION_FAIL
C1180,target_debris_v0,2.0,0.005,1.5,2.0,1.0,1,1.0,90.1,5.33,2.775,0.015,1.989,0.47,SAFE,SAFE
C1181,target_debris_v0,2.0,0.005,1.5,2.0,1.2,0,1.0,90.1,5.33,18.502,0.015,2.387,0.47,FAIL,BASE_REACTION_FAIL
C1182,target_debris_v0,2.0,0.005,1.5,2.0,1.2,1,1.0,90.1,5.33,2.775,0.015,2.387,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C1183,target_debris_v0,2.0,0.005,1.5,3.0,0.8,0,1.0,90.1,5.33,18.502,0.015,1.591,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1184,target_debris_v0,2.0,0.005,1.5,3.0,0.8,1,1.0,90.1,5.33,2.775,0.015,1.591,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1185,target_debris_v0,2.0,0.005,1.5,3.0,1.0,0,1.0,90.1,5.33,18.502,0.015,1.989,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1186,target_debris_v0,2.0,0.005,1.5,3.0,1.0,1,1.0,90.1,5.33,2.775,0.015,1.989,0.47,FAIL,POSE_UNCERTAINTY_FAIL
